;0;1;2;3;4;5
1099;Agricultural Bank of China Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE100000RJ0&m=1217655&c=5643927;1288;11/05/2018;Annual;China
1100;Agrium Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=008916108&m=852225&c=355082;AGU;07/05/2014;Annual/Special;Canada
1101;Agrium Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=008916108&m=945770&c=5646452;AGU;06/05/2015;Annual;Canada
1102;Agrium Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=008916108&m=1028661&c=5665758;AGU;04/05/2016;Annual;Canada
1103;Agrium Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=008916108&m=1089635&c=5646452;AGU;03/11/2016;Special;Canada
1104;Agrium Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA0089161081&m=1112646&c=5643915;AGU;02/05/2017;Annual;Canada
1105;Agthia Group PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=M02421101&m=846453&c=5443605;AGTHIA;14/01/2014;Special;United Arab Emirates
1106;Agthia Group PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=M02421101&m=854642&c=5492202;AGTHIA;28/04/2014;Annual;United Arab Emirates
1107;Agthia Group PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA001901015&m=959584&c=5643922;AGTHIA;26/04/2015;Annual;United Arab Emirates
1108;Agthia Group PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA001901015&m=956816&c=5643915;AGTHIA;26/04/2015;Special;United Arab Emirates
1109;Agthia Group PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA001901015&m=1035295&c=5643930;AGTHIA;24/03/2016;Annual;United Arab Emirates
1110;Agthia Group PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA001901015&m=1128070&c=5643930;AGTHIA;26/04/2017;Annual;United Arab Emirates
1111;Agthia Group PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA001901015&m=1205929&c=5643946;AGTHIA;26/04/2018;Annual;United Arab Emirates
1112;Aguas Andinas S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=P4171M125&m=872981&c=355082;AGUAS-A;29/04/2014;Annual;Chile
1113;Aguas Andinas S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CL0000000035&m=965325&c=5643949;AGUAS-A;28/04/2015;Annual;Chile
1114;Aguas Andinas S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CL0000000035&m=1046082&c=5643915;AGUAS-A;27/04/2016;Annual;Chile
1115;Aguas Andinas S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CL0000000035&m=1135526&c=5643949;AGUAS-A;24/04/2017;Annual;Chile
1116;Aguas Andinas S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CL0000000035&m=1223482&c=5643949;AGUAS-A;24/04/2018;Annual;Chile
1117;Aguas Andinas SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=P4171M125&m=820485&c=355082;AGUAS-A;29/08/2013;Special;Chile
1118;AGV Products Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y0026N102&m=874819&c=355082;1217;26/06/2014;Annual;Taiwan
1119;AGV Products Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0001217008&m=957326&c=5643915;1217;25/06/2015;Annual;Taiwan
1120;Ahlsell AB;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SE0009155005&m=1113744&c=5643915;AHSL;04/05/2017;Annual;Sweden
1121;Ahlsell AB;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SE0009155005&m=1212955&c=5643915;AHSL;03/05/2018;Annual;Sweden
1122;Ahlstrom Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=X0002C121&m=805382&c=355082;AHL1V;04/07/2013;Special;Finland
1123;Ahlstrom Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=X0002C121&m=849655&c=355082;AHL1V;25/03/2014;Annual;Finland
1124;Ahlstrom Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FI0009010391&m=939702&c=5643915;AHL1V;26/03/2015;Annual;Finland
1125;Ahlstrom Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FI0009010391&m=1025292&c=5643915;AHL1V;05/04/2016;Annual;Finland
1126;Ahlstrom Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FI0009010391&m=1101007&c=5643915;AHL1V;11/01/2017;Special;Finland
1127;Ahlstrom-Munksjo Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FI4000048418&m=1114974&c=5643915;AM1;16/05/2017;Annual;Finland
1128;Ahlstrom-Munksjo Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FI4000048418&m=1184033&c=5643915;AM1;21/03/2018;Annual;Finland
1129;Ahlstrom-Munksjo Oyj;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FI4000048418&m=1262398&c=5643915;AM1;19/09/2018;Special;Finland
1130;Ahluwalia Contracts (India) Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=INE758C01029&m=1083505&c=5643917;532811;30/09/2016;Annual;India
1131;Ahmad Zaki Resources Berhad;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=MYL7078OO008&m=1060750&c=5662620;AZRB;01/06/2016;Annual;Malaysia
1132;Ahmad Zaki Resources Berhad;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=MYL7078OO008&m=1144502&c=5662620;AZRB;24/05/2017;Annual;Malaysia
1133;Ahmad Zaki Resources Berhad;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=MYL7078OO008&m=1233217&c=5662620;AZRB;28/06/2018;Annual;Malaysia
1134;Ahnlab Inc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7053800009&m=1026236&c=5643915;A053800;25/03/2016;Annual;South Korea
1135;Ahnlab Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7053800009&m=1112231&c=5643915;A053800;24/03/2017;Annual;South Korea
1136;Ahnlab Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7053800009&m=1186516&c=5643915;A053800;22/12/2017;Special;South Korea
1137;Ahnlab Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7053800009&m=1200737&c=5643915;A053800;28/03/2018;Annual;South Korea
1138;Ahresty Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3100600000&m=1153805&c=5643915;5852;15/06/2017;Annual;Japan
1139;Ahresty Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3100600000&m=1246069&c=5643915;5852;20/06/2018;Annual;Japan
1140;Ai Holdings Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105090009&m=1265567&c=5643915;3076;27/09/2018;Annual;Japan
1141;Ai Holdings Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J0060P101&m=828606&c=355082;3076;26/09/2013;Annual;Japan
1142;Ai Holdings Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J0060P101&m=918664&c=355082;3076;26/09/2014;Annual;Japan
1143;Ai Holdings Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105090009&m=1002442&c=5643915;3076;25/09/2015;Annual;Japan
1144;Ai Holdings Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105090009&m=1087827&c=5643915;3076;28/09/2016;Annual;Japan
1145;Ai Holdings Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105090009&m=1173008&c=5643915;3076;27/09/2017;Annual;Japan
1146;AIA Engineering Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=INE212H01026&m=996306&c=5643915;532683;24/09/2015;Annual;India
1147;AIA Engineering Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=INE212H01026&m=1079044&c=5643915;532683;12/08/2016;Annual;India
1148;AIA Engineering Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=INE212H01026&m=1164838&c=5643915;532683;14/08/2017;Annual;India
1149;AIA Group Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y002A1105&m=866308&c=355082;01299;09/05/2014;Annual;Hong Kong
1150;AIA Group Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=HK0000069689&m=957240&c=5643915;01299;08/05/2015;Annual;Hong Kong
1151;AIA Group Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=HK0000069689&m=1042543&c=5643915;1299;06/05/2016;Annual;Hong Kong
1152;AIA Group Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=HK0000069689&m=1117569&c=5643915;1299;12/05/2017;Annual;Hong Kong
1153;AIA Group Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=HK0000069689&m=1204477&c=5643915;1299;18/05/2018;Annual;Hong Kong
1154;AIB Group PLC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=IE00BF0L3536&m=1204105&c=5643915;AIBG;25/04/2018;Annual;Ireland
1155;Aica Kogyo Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00252106&m=899928&c=355082;4206;24/06/2014;Annual;Japan
1156;Aica Kogyo Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3100800006&m=984191&c=5643915;4206;24/06/2015;Annual;Japan
1157;Aica Kogyo Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3100800006&m=1068262&c=5643915;4206;23/06/2016;Annual;Japan
1158;Aica Kogyo Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3100800006&m=1153661&c=5643915;4206;23/06/2017;Annual;Japan
1159;Aica Kogyo Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3100800006&m=1243235&c=5643915;4206;22/06/2018;Annual;Japan
1160;Aichi Bank Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J07686108&m=902239&c=355082;8527;27/06/2014;Annual;Japan
1161;Aichi Bank Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103000000&m=985159&c=5643915;8527;26/06/2015;Annual;Japan
1162;Aichi Bank Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103000000&m=1071562&c=5643915;8527;24/06/2016;Annual;Japan
1163;Aichi Bank Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103000000&m=1155682&c=5643915;8527;23/06/2017;Annual;Japan
1164;Aichi Bank Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103000000&m=1245493&c=5643915;8527;22/06/2018;Annual;Japan
1165;Aichi Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00284109&m=902742&c=355082;6345;27/06/2014;Annual;Japan
1166;Aichi Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103200006&m=986573&c=5643915;6345;26/06/2015;Annual;Japan
1167;Aichi Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103200006&m=1072344&c=5643915;6345;23/06/2016;Annual;Japan
1168;Aichi Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103200006&m=1157584&c=5643915;6345;22/06/2017;Annual;Japan
1169;Aichi Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103200006&m=1247983&c=5643915;6345;21/06/2018;Annual;Japan
1170;Aichi Steel Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00420109&m=898319&c=355082;5482;18/06/2014;Annual;Japan
1171;Aichi Steel Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103600007&m=982188&c=5643915;5482;24/06/2015;Annual;Japan
1172;Aichi Steel Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103600007&m=1068681&c=5643915;5482;22/06/2016;Annual;Japan
1173;Aichi Steel Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103600007&m=1153814&c=5643915;5482;21/06/2017;Annual;Japan
1174;Aichi Steel Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3103600007&m=1243311&c=5643915;5482;22/06/2018;Annual;Japan
1175;Aichi Tokei Denki Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00462119&m=902722&c=1216864;7723;27/06/2014;Annual;Japan
1176;Aida Engineering Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00546101&m=900592&c=355082;6118;27/06/2014;Annual;Japan
1177;Aida Engineering Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3102400003&m=982712&c=5643915;6118;25/06/2015;Annual;Japan
1178;Aida Engineering Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3102400003&m=1069066&c=5643915;6118;28/06/2016;Annual;Japan
1179;Aida Engineering Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3102400003&m=1153808&c=5643915;6118;19/06/2017;Annual;Japan
1180;Aida Engineering Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3102400003&m=1244344&c=5643915;6118;27/06/2018;Annual;Japan
1181;Aiful Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00557108&m=902240&c=355082;8515;27/06/2014;Annual;Japan
1182;Aiful Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105040004&m=982139&c=5643955;8515;23/06/2015;Annual;Japan
1183;Aiful Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105040004&m=1071049&c=5643915;8515;28/06/2016;Annual;Japan
1184;Aiful Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105040004&m=1156363&c=5643915;8515;27/06/2017;Annual;Japan
1185;Aiful Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105040004&m=1246011&c=5643915;8515;26/06/2018;Annual;Japan
1186;Aileron Therapeutics, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00887A105&m=1235742&c=5646452;ALRN;21/06/2018;Annual;USA
1187;Aimia Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00900Q103&m=853064&c=355082;AIM;14/05/2014;Annual;Canada
1188;Aimia Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00900Q103&m=943343&c=5646452;AIM;15/05/2015;Annual;Canada
1189;Aimia Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00900Q103&m=1028363&c=5646452;AIM;13/05/2016;Annual;Canada
1190;Aimia Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA00900Q1037&m=1114157&c=5643915;AIM;11/05/2017;Annual;Canada
1191;Aimmune Therapeutics, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00900T107&m=1226211&c=5646452;AIMT;23/05/2018;Annual;USA
1192;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y0029Z136&m=814997&c=355082;O5RU;25/07/2013;Annual;Singapore
1193;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y0029Z136&m=845180&c=355082;O5RU;16/01/2014;Special;Singapore
1194;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y0029Z136&m=908270&c=355082;O5RU;30/07/2014;Annual;Singapore
1195;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y0029Z136&m=908271&c=355082;O5RU;30/07/2014;Special;Singapore
1196;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SG2D63974620&m=988757&c=5643915;O5RU;29/07/2015;Annual;Singapore
1197;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SG2D63974620&m=1074930&c=5643915;O5RU;26/07/2016;Annual;Singapore
1198;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SG2D63974620&m=1160662&c=5643915;O5RU;27/07/2017;Annual;Singapore
1199;AIMS AMP Capital Industrial REIT;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SG2D63974620&m=1251307&c=5643915;O5RU;26/07/2018;Annual;Singapore
1200;Ain Holdings Inc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105250009&m=1077626&c=5643915;9627;28/07/2016;Annual;Japan
1201;Ain Holdings Inc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105250009&m=1163058&c=5643915;9627;28/07/2017;Annual;Japan
1202;Ain Holdings Inc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105250009&m=1253568&c=5643915;9627;27/07/2018;Annual;Japan
1203;Ain Pharmaciez Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00602102&m=819079&c=355082;9627;30/07/2013;Annual;Japan
1204;Ain Pharmaciez Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00602102&m=909143&c=355082;9627;30/07/2014;Annual;Japan
1205;Ain Pharmaciez Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105250009&m=991152&c=5643915;9627;30/07/2015;Annual;Japan
1206;Ainsworth Game Technology Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q01694100&m=825913&c=355082;AGI;20/11/2013;Annual;Australia
1207;Ainsworth Game Technology Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q01694100&m=924593&c=355082;AGI;19/11/2014;Annual;Australia
1208;Ainsworth Game Technology Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AU000000AGI3&m=997655&c=5643915;AGI;17/11/2015;Annual;Australia
1209;Ainsworth Game Technology Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AU000000AGI3&m=1071005&c=5643915;AGI;27/06/2016;Special;Australia
1210;Ainsworth Game Technology Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AU000000AGI3&m=1095036&c=5643915;AGI;15/11/2016;Annual;Australia
1211;Ainsworth Game Technology Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AU000000AGI3&m=1183413&c=5643915;AGI;28/11/2017;Annual;Australia
1212;Aiphone Co.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J0060M108&m=901079&c=355082;6718;27/06/2014;Annual;Japan
1213;Aiphone Co.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105050003&m=984039&c=5643915;6718;26/06/2015;Annual;Japan
1214;Aiphone Co.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105050003&m=1071471&c=5643915;6718;29/06/2016;Annual;Japan
1215;Aiphone Co.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105050003&m=1157355&c=5643915;6718;29/06/2017;Annual;Japan
1216;Aiphone Co.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3105050003&m=1247263&c=5643915;6718;28/06/2018;Annual;Japan
1217;Air Arabia PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA003001012&m=942641&c=5643930;AIRARABIA;09/03/2015;Annual;United Arab Emirates
1218;Air Arabia PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA003001012&m=1028298&c=5643922;AIRARABIA;13/03/2016;Annual;United Arab Emirates
1219;Air Arabia PJSC;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AEA003001012&m=1113960&c=5643930;AIRARABIA;05/03/2017;Annual;United Arab Emirates
1220;Air Berlin plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=G0177R100&m=866496&c=355082;AB1;18/06/2014;Annual;United Kingdom
1221;Air Berlin plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB00B128C026&m=981782&c=5643915;AB1;23/06/2015;Annual;United Kingdom
1222;Air Berlin plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB00B128C026&m=1068732&c=5643915;AB1;15/06/2016;Annual;United Kingdom
1223;Air Canada;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA0089118776&m=1200026&c=5643915;AC;30/04/2018;Annual;Canada
1224;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y002A6104&m=828332&c=355082;00753;29/10/2013;Special;Hong Kong
1225;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y002A6104&m=871963&c=355082;00753;22/05/2014;Annual;Hong Kong
1226;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y002A6104&m=908706&c=355082;00753;26/08/2014;Special;Hong Kong
1227;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y002A6104&m=927453&c=355082;00753;18/12/2014;Special;China
1228;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=960674&c=5643915;00753;22/05/2015;Annual;China
1229;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1013076&c=5643915;753;22/12/2015;Special;China
1230;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1018848&c=5643915;753;26/01/2016;Special;China
1231;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1018850&c=5643915;753;26/01/2016;Special;China
1232;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1050248&c=5643915;753;25/05/2016;Annual;China
1233;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1078959&c=5643915;753;30/08/2016;Special;China
1234;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1097987&c=5643915;753;15/12/2016;Special;China
1235;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1103952&c=5643915;753;23/01/2017;Special;China
1236;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1103953&c=5643915;753;23/01/2017;Special;China
1237;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1112822&c=5643915;753;30/03/2017;Special;China
1238;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1131783&c=5643915;753;25/05/2017;Annual;China
1239;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1172324&c=5643915;753;27/10/2017;Special;China
1240;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1218546&c=5643915;753;25/05/2018;Annual;China
1241;Air China Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE1000001S0&m=1264937&c=5643915;753;19/10/2018;Special;China
1242;Air France KLM;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=F01699135&m=850201&c=355082;AF;20/05/2014;Annual/Special;France
1243;Air France KLM;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FR0000031122&m=937624&c=5643915;AF;21/05/2015;Annual/Special;France
1244;Air France KLM;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FR0000031122&m=1023707&c=5643915;AF;19/05/2016;Annual;France
1245;Air France Klm;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FR0000031122&m=1108669&c=5643915;AF;16/05/2017;Annual/Special;France
1246;Air France Klm;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FR0000031122&m=1166760&c=5643915;AF;04/09/2017;Special;France
1247;Air France Klm;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FR0000031122&m=1218018&c=5643915;AF;15/05/2018;Annual/Special;France
1248;Air Lease Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00912X302&m=866751&c=355082;AL;07/05/2014;Annual;USA
1249;Air Lease Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00912X302&m=953462&c=5646452;AL;06/05/2015;Annual;USA
1250;Air Lease Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00912X302&m=1040255&c=5646452;AL;04/05/2016;Annual;USA
1251;Air Lease Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00912X302&m=1125890&c=5646452;AL;03/05/2017;Annual;USA
1252;Air Lease Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00912X302&m=1218330&c=5646452;AL;09/05/2018;Annual;USA
1253;Air Methods Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=009128307&m=884153&c=355082;AIRM;29/05/2014;Annual;USA
1254;Air Methods Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=009128307&m=970216&c=5646452;AIRM;20/05/2015;Annual;USA
1255;Air Methods Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=009128307&m=1062123&c=5646452;AIRM;18/05/2016;Annual;USA
1256;Air New Zealand Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q0169V100&m=806318&c=355082;AIR;27/09/2013;Annual;New Zealand
1257;Air New Zealand Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q0169V100&m=911460&c=355082;AIR;30/09/2014;Annual;New Zealand
1258;Air New Zealand Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NZAIRE0001S2&m=995625&c=5643915;AIR;07/10/2015;Annual;New Zealand
1259;Air New Zealand Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NZAIRE0001S2&m=1081080&c=5643915;AIR;30/09/2016;Annual;New Zealand
1260;Air New Zealand Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NZAIRE0001S2&m=1164523&c=5643915;AIR;28/09/2017;Annual;New Zealand
1261;Air New Zealand Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NZAIRE0001S2&m=1254061&c=5643915;AIR;26/09/2018;Annual;New Zealand
1262;Air Partner plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=G01358103&m=886344&c=355082;AIP;05/06/2014;Annual;United Kingdom
1263;Air Partner plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB0000115302&m=975804&c=5643915;AIP;04/06/2015;Annual;United Kingdom
1264;Air Partner plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB0000115302&m=1060049&c=5643915;AIR;29/06/2016;Annual;United Kingdom
1265;Air Partner plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB0000115302&m=1108094&c=5643915;AIR;25/01/2017;Special;United Kingdom
1266;Air Partner plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB00BD736828&m=1144412&c=5643915;AIR;28/06/2017;Annual;United Kingdom
1267;Air Partner plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB00BD736828&m=1249829&c=5643915;AIR;11/07/2018;Annual;United Kingdom
1268;Air Products and Chemicals, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=009158106&m=843868&c=355082;APD;23/01/2014;Annual;USA
1269;Air Products and Chemicals, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=009158106&m=932660&c=5646462;APD;22/01/2015;Annual;USA
1270;Air Products and Chemicals, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=009158106&m=1019349&c=5646462;APD;28/01/2016;Annual;USA
